latitude,longitude
50.659736,30.523225
50.659886,30.523228
50.660036,30.523218
50.660186,30.523223
50.660336,30.523233
50.660486,30.523243
50.660636,30.523262
50.660786,30.523267
50.660936,30.523263
50.661086,30.523257
50.661237,30.523257
50.661387,30.523267
50.661536,30.523280
50.661686,30.523261
50.661836,30.523262
50.661986,30.523268
50.662136,30.523257
50.662287,30.523257
50.662436,30.523237
50.662586,30.523223
50.662736,30.523219
50.662886,30.523212
50.663036,30.523196
50.663186,30.523190
50.663336,30.523186
50.663486,30.523167
50.663636,30.523175
50.663786,30.523191
50.663936,30.523179
50.664085,30.523200
50.664235,30.523212
50.664385,30.523226
50.664535,30.523210
50.664685,30.523209
50.664835,30.523201
50.664985,30.523190
50.665135,30.523210
50.665285,30.523223
50.665435,30.523233
50.665584,30.523253
50.665734,30.523245
50.665884,30.523240
50.666035,30.523235
50.666185,30.523233
50.666334,30.523253
50.666485,30.523250
50.666634,30.523262
50.666784,30.523273
50.666934,30.523260
50.667084,30.523255
50.667234,30.523238
50.667384,30.523235
50.667535,30.523234
50.667684,30.523251
50.667834,30.523268
50.667984,30.523283
50.668134,30.523263
50.668284,30.523263
50.668433,30.523244
50.668583,30.523228
50.668733,30.523225
50.668883,30.523209
50.669033,30.523207
50.669183,30.523213
50.669333,30.523220
50.669484,30.523216
50.669634,30.523210
50.669784,30.523220
50.669934,30.523231
50.670084,30.523240
50.670234,30.523242
50.670384,30.523227
50.670533,30.523242
50.670683,30.523222
50.670833,30.523212
50.670983,30.523192
50.671133,30.523192
50.671283,30.523198
50.671433,30.523186
50.671583,30.523183
50.671733,30.523192
50.671883,30.523209
50.672033,30.523200
50.672183,30.523190
50.672333,30.523209
50.672483,30.523202
50.672633,30.523213
50.672782,30.523199
50.672932,30.523210
50.673082,30.523200
50.673233,30.523208
50.673383,30.523205
50.673533,30.523205
50.673683,30.523216
50.673833,30.523214
50.673983,30.523195
50.674133,30.523206
50.674282,30.523192
50.674432,30.523174
50.674582,30.523193
50.674732,30.523203
50.674882,30.523200
